feature,gain,permutation_mean,permutation_std
SiO2,1.2516446113586426,1.546552382744213,0.1974270098548336
CeO2,0.0575457327067852,0.016796622191442578,0.004782360095059141
Lignin,0.27584946155548096,0.12613373084858745,0.017357033308528242
2-VN,0.10656354576349258,0.01598320648139715,0.0018506268760902272
