r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.9317109690632294,0.06828903093677066,0.26132170008778577,0.1856287508958174,-0.011180871570448033,0.2610823989618906,2025-07-20T20:48:50.683765
