r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.9332888502045021,0.06671114979549789,0.25828501659116404,0.20924193414874878,0.026133962783892538,0.2569594633102817,2025-07-20T21:19:59.334430
