feature,gain,permutation_mean,permutation_std
SiO2,2.220587730407715,1.3067695769024759,0.16150662369051896
CeO2,0.2838437557220459,0.04952069753660611,0.01057168072035021
Lignin,0.11597628891468048,0.05098097737991136,0.004622329862444333
2-VN,0.28885990381240845,0.05175820634114716,0.0104870392218753
