SiO2_bin_center,vinyl_bin_center,smoothed_interaction,sample_count_in_bin,region_label_id,region_type
34.69,0.4018,-0.00022715,0,3,antagonism
34.69,0.735,-0.00026092,0,3,antagonism
34.69,1.0682,-0.00029385,0,3,antagonism
34.69,1.4014,-0.0003111,0,3,antagonism
34.69,1.7346,-0.00030234,0,3,antagonism
34.69,2.0678,-0.00026587,1,3,antagonism
34.69,2.401,-0.00020913,0,3,antagonism
34.69,2.7342,-0.00014481,0,3,antagonism
34.69,3.0674,-8.527e-05,0,3,antagonism
34.69,3.4006,-3.808e-05,0,3,antagonism
34.69,3.7338,-5.06e-06,0,3,antagonism
34.69,4.067,1.604e-05,0,2,synergy
34.69,4.4002,2.879e-05,0,2,synergy
34.69,4.7334,3.617e-05,0,2,synergy
34.69,5.0666,3.993e-05,0,2,synergy
34.69,5.3998,4.085e-05,0,2,synergy
34.69,5.733,3.94e-05,0,2,synergy
34.69,6.0662,3.626e-05,0,2,synergy
34.69,6.3994,3.28e-05,0,2,synergy
34.69,6.7326,3.075e-05,0,2,synergy
34.69,7.0658,3.143e-05,0,2,synergy
34.69,7.399,3.484e-05,0,2,synergy
34.69,7.7322,3.928e-05,0,2,synergy
34.69,8.0654,4.2e-05,0,2,synergy
34.69,8.3986,4.066e-05,0,2,synergy
34.69,8.7318,3.461e-05,0,2,synergy
34.69,9.065,2.549e-05,0,2,synergy
34.69,9.3982,1.646e-05,0,2,synergy
34.69,9.7314,1.091e-05,0,2,synergy
35.71,0.0686,-0.0002078,0,3,antagonism
35.71,0.4018,-0.0002221,0,3,antagonism
35.71,0.735,-0.0002454,0,3,antagonism
35.71,1.0682,-0.00026797,0,3,antagonism
35.71,1.4014,-0.0002782,0,3,antagonism
35.71,1.7346,-0.00026688,0,3,antagonism
35.71,2.0678,-0.00023134,0,3,antagonism
35.71,2.401,-0.00017716,0,3,antagonism
35.71,2.7342,-0.00011572,0,3,antagonism
35.71,3.0674,-5.924e-05,1,3,antagonism
35.71,3.4006,-1.599e-05,0,3,antagonism
35.71,3.7338,1.162e-05,0,2,synergy
35.71,4.067,2.586e-05,0,2,synergy
35.71,4.4002,3.102e-05,1,2,synergy
35.71,4.7334,3.108e-05,0,2,synergy
35.71,5.0666,2.865e-05,0,2,synergy
35.71,5.3998,2.508e-05,0,2,synergy
35.71,5.733,2.101e-05,0,2,synergy
35.71,6.0662,1.696e-05,0,2,synergy
35.71,6.3994,1.363e-05,0,2,synergy
35.71,6.7326,1.176e-05,0,2,synergy
35.71,7.0658,1.169e-05,0,2,synergy
35.71,7.399,1.286e-05,0,2,synergy
35.71,7.7322,1.384e-05,0,2,synergy
35.71,8.0654,1.283e-05,0,2,synergy
35.71,8.3986,8.65e-06,0,2,synergy
35.71,8.7318,1.43e-06,0,2,synergy
35.71,9.065,-7.26e-06,0,4,antagonism
35.71,9.3982,-1.505e-05,0,4,antagonism
35.71,9.7314,-1.964e-05,0,4,antagonism
36.73,0.0686,-0.0002243,0,3,antagonism
36.73,0.4018,-0.00023146,0,3,antagonism
36.73,0.735,-0.00024332,0,3,antagonism
36.73,1.0682,-0.0002544,0,3,antagonism
36.73,1.4014,-0.00025664,0,3,antagonism
36.73,1.7346,-0.00024227,1,3,antagonism
36.73,2.0678,-0.00020778,0,3,antagonism
36.73,2.401,-0.00015675,0,3,antagonism
36.73,2.7342,-9.875e-05,0,3,antagonism
36.73,3.0674,-4.527e-05,0,3,antagonism
36.73,3.4006,-4.8e-06,0,3,antagonism
36.73,3.7338,1.966e-05,0,2,synergy
36.73,4.067,3.011e-05,0,2,synergy
36.73,4.4002,3.106e-05,0,2,synergy
36.73,4.7334,2.698e-05,1,2,synergy
36.73,5.0666,2.108e-05,0,2,synergy
36.73,5.3998,1.509e-05,0,2,synergy
36.73,5.733,9.79e-06,0,2,synergy
36.73,6.0662,5.49e-06,0,2,synergy
36.73,6.3994,2.37e-06,0,2,synergy
36.73,6.7326,4.2e-07,0,2,synergy
36.73,7.0658,-7.2e-07,0,4,antagonism
36.73,7.399,-1.94e-06,0,4,antagonism
36.73,7.7322,-4.41e-06,0,4,antagonism
36.73,8.0654,-9.16e-06,0,4,antagonism
36.73,8.3986,-1.646e-05,0,4,antagonism
36.73,8.7318,-2.557e-05,0,4,antagonism
36.73,9.065,-3.486e-05,0,4,antagonism
36.73,9.3982,-4.244e-05,0,4,antagonism
36.73,9.7314,-4.667e-05,0,4,antagonism
37.75,0.0686,-0.00025241,0,3,antagonism
37.75,0.4018,-0.0002528,0,3,antagonism
37.75,0.735,-0.00025377,0,3,antagonism
37.75,1.0682,-0.00025376,0,3,antagonism
37.75,1.4014,-0.00024815,0,3,antagonism
37.75,1.7346,-0.00023061,0,3,antagonism
37.75,2.0678,-0.00019702,0,3,antagonism
37.75,2.401,-0.00014904,0,3,antagonism
37.75,2.7342,-9.437e-05,0,3,antagonism
37.75,3.0674,-4.338e-05,0,3,antagonism
37.75,3.4006,-4.48e-06,0,3,antagonism
37.75,3.7338,1.889e-05,0,2,synergy
37.75,4.067,2.827e-05,0,2,synergy
37.75,4.4002,2.798e-05,0,2,synergy
37.75,4.7334,2.266e-05,0,2,synergy
37.75,5.0666,1.575e-05,0,2,synergy
37.75,5.3998,9.24e-06,0,2,synergy
37.75,5.733,3.92e-06,0,2,synergy
37.75,6.0662,-4e-08,0,4,antagonism
37.75,6.3994,-2.83e-06,0,4,antagonism
37.75,6.7326,-4.96e-06,0,4,antagonism
37.75,7.0658,-7.19e-06,0,4,antagonism
37.75,7.399,-1.056e-05,0,4,antagonism
37.75,7.7322,-1.602e-05,0,4,antagonism
37.75,8.0654,-2.408e-05,0,4,antagonism
37.75,8.3986,-3.436e-05,0,4,antagonism
37.75,8.7318,-4.566e-05,1,4,antagonism
37.75,9.065,-5.622e-05,0,4,antagonism
37.75,9.3982,-6.433e-05,0,4,antagonism
37.75,9.7314,-6.871e-05,0,4,antagonism
38.77,0.0686,-0.00028197,0,3,antagonism
38.77,0.4018,-0.000277,0,3,antagonism
38.77,0.735,-0.00026929,0,3,antagonism
38.77,1.0682,-0.00026041,0,3,antagonism
38.77,1.4014,-0.0002484,0,3,antagonism
38.77,1.7346,-0.00022819,0,3,antagonism
38.77,2.0678,-0.00019522,0,3,antagonism
38.77,2.401,-0.00014967,0,3,antagonism
38.77,2.7342,-9.759e-05,0,3,antagonism
38.77,3.0674,-4.835e-05,0,3,antagonism
38.77,3.4006,-1.012e-05,0,3,antagonism
38.77,3.7338,1.338e-05,0,2,synergy
38.77,4.067,2.321e-05,0,2,synergy
38.77,4.4002,2.34e-05,0,2,synergy
38.77,4.7334,1.847e-05,0,2,synergy
38.77,5.0666,1.198e-05,0,2,synergy
38.77,5.3998,5.96e-06,0,2,synergy
38.77,5.733,1.24e-06,0,2,synergy
38.77,6.0662,-2.13e-06,0,4,antagonism
38.77,6.3994,-4.58e-06,0,4,antagonism
38.77,6.7326,-6.86e-06,0,4,antagonism
38.77,7.0658,-9.95e-06,0,4,antagonism
38.77,7.399,-1.491e-05,0,4,antagonism
38.77,7.7322,-2.255e-05,0,4,antagonism
38.77,8.0654,-3.305e-05,0,4,antagonism
38.77,8.3986,-4.568e-05,0,4,antagonism
38.77,8.7318,-5.889e-05,0,4,antagonism
38.77,9.065,-7.079e-05,1,4,antagonism
38.77,9.3982,-7.968e-05,0,4,antagonism
38.77,9.7314,-8.441e-05,1,4,antagonism
39.79,0.0686,-0.00030082,4,3,antagonism
39.79,0.4018,-0.00029287,0,3,antagonism
39.79,0.735,-0.00028032,0,3,antagonism
39.79,1.0682,-0.00026645,0,3,antagonism
39.79,1.4014,-0.00025083,0,3,antagonism
39.79,1.7346,-0.00022908,0,3,antagonism
39.79,2.0678,-0.00019643,1,3,antagonism
39.79,2.401,-0.00015222,0,3,antagonism
39.79,2.7342,-0.00010158,0,3,antagonism
39.79,3.0674,-5.325e-05,0,3,antagonism
39.79,3.4006,-1.52e-05,0,3,antagonism
39.79,3.7338,8.67e-06,0,2,synergy
39.79,4.067,1.917e-05,0,2,synergy
39.79,4.4002,2.006e-05,0,2,synergy
39.79,4.7334,1.579e-05,0,2,synergy
39.79,5.0666,9.9e-06,0,2,synergy
39.79,5.3998,4.45e-06,0,2,synergy
39.79,5.733,2.6e-07,0,2,synergy
39.79,6.0662,-2.69e-06,0,4,antagonism
39.79,6.3994,-4.92e-06,0,4,antagonism
39.79,6.7326,-7.29e-06,0,4,antagonism
39.79,7.0658,-1.083e-05,0,4,antagonism
39.79,7.399,-1.663e-05,0,4,antagonism
39.79,7.7322,-2.541e-05,0,4,antagonism
39.79,8.0654,-3.721e-05,0,4,antagonism
39.79,8.3986,-5.112e-05,0,4,antagonism
39.79,8.7318,-6.543e-05,0,4,antagonism
39.79,9.065,-7.817e-05,0,4,antagonism
39.79,9.3982,-8.76e-05,0,4,antagonism
39.79,9.7314,-9.258e-05,0,4,antagonism
