r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.6424914082544744,0.35750859174552546,0.5979202218904505,0.4619239802078458,-0.012685942059418129,0.5977856293183959,2025-07-20T20:23:43.513270
