feature,gain,permutation_mean,permutation_std
SiO2,0.4943693280220032,0.69652135625214,0.07263852014475627
CeO2,0.19723041355609894,0.12896562844572101,0.027857849876966552
Lignin,0.3394915461540222,0.29166973439044563,0.04832350239076986
2-VN,0.3286733031272888,0.29512327917155323,0.071298528533916
