feature,gain,permutation_mean,permutation_std
SiO2,2.382885217666626,1.0293635410452016,0.12477944560573029
CeO2,0.4907073974609375,0.06532029091295692,0.011963238141612887
Lignin,0.4822746515274048,0.1600332017426662,0.02229442930440733
2-VN,0.38666820526123047,0.05253614395019675,0.008851764793818238
