r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.9144995697632131,0.08550043023678693,0.2924045660327262,0.2277721064179064,-0.00676865555908273,0.29232621425166344,2025-07-20T21:08:47.080504
