accuracy,precision,recall,f1_score,confusion_matrix_row0_col0,confusion_matrix_row0_col1,confusion_matrix_row0_col2,confusion_matrix_row0_col3,confusion_matrix_row0_col4,confusion_matrix_row1_col0,confusion_matrix_row1_col1,confusion_matrix_row1_col2,confusion_matrix_row1_col3,confusion_matrix_row1_col4,confusion_matrix_row2_col0,confusion_matrix_row2_col1,confusion_matrix_row2_col2,confusion_matrix_row2_col3,confusion_matrix_row2_col4,confusion_matrix_row3_col0,confusion_matrix_row3_col1,confusion_matrix_row3_col2,confusion_matrix_row3_col3,confusion_matrix_row3_col4,confusion_matrix_row4_col0,confusion_matrix_row4_col1,confusion_matrix_row4_col2,confusion_matrix_row4_col3,confusion_matrix_row4_col4,evaluation_timestamp
0.6764705882352942,0.6803379102378946,0.6764705882352942,0.6767056690837178,24,5,1,1,8,4,9,0,0,4,0,1,19,0,0,0,0,0,19,1,15,4,0,0,21,2025-12-26T16:00:42.141743
