feature,gain,permutation_mean,permutation_std
SiO2,0.37041252851486206,1.202748480399126,0.1506339560321258
CeO2,0.03469650447368622,0.04981984925222085,0.007053712592201272
Lignin,0.10133420675992966,0.2868882282094211,0.045611650090593224
2-VN,0.024447856470942497,0.03691666422442837,0.006358964564918129
