r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.896616031121387,0.10338396887861297,0.3215337756420202,0.2474593071117765,0.010294171085335325,0.32136894517093406,2025-07-20T20:40:31.829495
