feature,gain,permutation_mean,permutation_std
SiO2,0.6718847155570984,1.2007594839273428,0.13841162030118814
CeO2,0.19380836188793182,0.10854888125012555,0.02874718748839564
Lignin,0.04840579628944397,0.04233878976292491,0.0030743841686095602
VN,0.07672110944986343,0.04581799982932781,0.0056056576326399205
