number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_cv_scores,user_attrs_cv_std,user_attrs_params,state
20,0.7496704731866165,2025-12-26 20:42:41.886889,2025-12-26 20:42:42.035394,0 days 00:00:00.148505,0.9354423346183692,0.9611053548156241,8.081671216825075e-07,0.042695696563784115,3,8,130,0.0017121780675442995,0.0709226392839689,0.8096183749033755,"[0.7469187675070028, 0.7494331065759637, 0.6494265967950178, 0.764172335600907, 0.8384015594541909]",0.060232836002924416,"{'n_estimators': 130, 'max_depth': 3, 'learning_rate': 0.042695696563784115, 'subsample': 0.8096183749033755, 'colsample_bytree': 0.9611053548156241, 'colsample_bylevel': 0.9354423346183692, 'reg_alpha': 0.0017121780675442995, 'reg_lambda': 0.0709226392839689, 'min_child_weight': 8, 'gamma': 8.081671216825075e-07, 'random_state': 42}",COMPLETE
21,0.7371151872645804,2025-12-26 20:42:42.036013,2025-12-26 20:42:42.189075,0 days 00:00:00.153062,0.8485161614734078,0.9826819844058908,9.207049908598671e-07,0.03936635398302018,3,8,130,0.008530917282742353,0.07099578738063016,0.851394195915617,"[0.7469187675070028, 0.7120181405895691, 0.6523088023088023, 0.721655328798186, 0.8526748971193417]",0.06559138454425628,"{'n_estimators': 130, 'max_depth': 3, 'learning_rate': 0.03936635398302018, 'subsample': 0.851394195915617, 'colsample_bytree': 0.9826819844058908, 'colsample_bylevel': 0.8485161614734078, 'reg_alpha': 0.008530917282742353, 'reg_lambda': 0.07099578738063016, 'min_child_weight': 8, 'gamma': 9.207049908598671e-07, 'random_state': 42}",COMPLETE
22,0.7449428043413006,2025-12-26 20:42:42.189669,2025-12-26 20:42:42.346056,0 days 00:00:00.156387,0.933914755880264,0.9259308962023542,3.548525072653717e-05,0.05896440198486139,3,8,150,0.0008849299239384577,1.6376161361248676,0.7330748607636461,"[0.6752100840336135, 0.7480325463518741, 0.6486329460013671, 0.764172335600907, 0.8886661097187413]",0.08387365615226432,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.05896440198486139, 'subsample': 0.7330748607636461, 'colsample_bytree': 0.9259308962023542, 'colsample_bylevel': 0.933914755880264, 'reg_alpha': 0.0008849299239384577, 'reg_lambda': 1.6376161361248676, 'min_child_weight': 8, 'gamma': 3.548525072653717e-05, 'random_state': 42}",COMPLETE
23,0.7292141541067779,2025-12-26 20:42:42.346754,2025-12-26 20:42:42.495641,0 days 00:00:00.148887,0.9324188701381866,0.9431160875716488,2.6498188533582134e-05,0.05739047247117409,3,10,150,0.0015961113144395158,6.226208467567476,0.8023082610753598,"[0.7043956043956044, 0.7480325463518741, 0.6195423623995053, 0.7590502867813792, 0.8150499706055262]",0.06520119078624695,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.05739047247117409, 'subsample': 0.8023082610753598, 'colsample_bytree': 0.9431160875716488, 'colsample_bylevel': 0.9324188701381866, 'reg_alpha': 0.0015961113144395158, 'reg_lambda': 6.226208467567476, 'min_child_weight': 10, 'gamma': 2.6498188533582134e-05, 'random_state': 42}",COMPLETE
24,0.7361501772426143,2025-12-26 20:42:42.496300,2025-12-26 20:42:42.646224,0 days 00:00:00.149924,0.9413332941449768,0.9440163417454058,0.0010414990164539367,0.03371596423237322,2,8,140,0.4802306140693991,0.852124041567678,0.736280836799895,"[0.7469187675070028, 0.7494331065759637, 0.6248196248196248, 0.7590502867813792, 0.8005291005291005]",0.05891680818099323,"{'n_estimators': 140, 'max_depth': 2, 'learning_rate': 0.03371596423237322, 'subsample': 0.736280836799895, 'colsample_bytree': 0.9440163417454058, 'colsample_bylevel': 0.9413332941449768, 'reg_alpha': 0.4802306140693991, 'reg_lambda': 0.852124041567678, 'min_child_weight': 8, 'gamma': 0.0010414990164539367, 'random_state': 42}",COMPLETE
25,0.732261942522889,2025-12-26 20:42:42.646935,2025-12-26 20:42:42.790930,0 days 00:00:00.143995,0.8838840735199417,0.9522052794587147,5.0908501193005535e-08,0.060693659816988696,4,9,140,4.648594813766278e-05,1.622728095847137,0.7940127176706264,"[0.6428571428571429, 0.7494331065759637, 0.6549165120593692, 0.725436841403228, 0.8886661097187413]",0.08806727906926463,"{'n_estimators': 140, 'max_depth': 4, 'learning_rate': 0.060693659816988696, 'subsample': 0.7940127176706264, 'colsample_bytree': 0.9522052794587147, 'colsample_bylevel': 0.8838840735199417, 'reg_alpha': 4.648594813766278e-05, 'reg_lambda': 1.622728095847137, 'min_child_weight': 9, 'gamma': 5.0908501193005535e-08, 'random_state': 42}",COMPLETE
26,0.7006448869346309,2025-12-26 20:42:42.791608,2025-12-26 20:42:42.907046,0 days 00:00:00.115438,0.9786167796977798,0.90003224575169,5.125067897079487e-05,0.019817817625853672,1,9,130,0.014126291113283977,0.08778018668018632,0.7489844235481303,"[0.8175736961451248, 0.7155985201097982, 0.6235827664399094, 0.7209550486861411, 0.6255144032921811]",0.071960572852619,"{'n_estimators': 130, 'max_depth': 1, 'learning_rate': 0.019817817625853672, 'subsample': 0.7489844235481303, 'colsample_bytree': 0.90003224575169, 'colsample_bylevel': 0.9786167796977798, 'reg_alpha': 0.014126291113283977, 'reg_lambda': 0.08778018668018632, 'min_child_weight': 9, 'gamma': 5.125067897079487e-05, 'random_state': 42}",COMPLETE
27,0.7224186419797998,2025-12-26 20:42:42.907742,2025-12-26 20:42:43.040603,0 days 00:00:00.132861,0.9132709699657602,0.8463816779998928,5.38240965179913e-07,0.1003098865102015,3,7,120,0.0011421273565307866,0.03645044049250134,0.8760903419616359,"[0.6796918767507003, 0.7113178604775243, 0.6784992784992785, 0.6899092970521542, 0.8526748971193417]",0.06618347802290249,"{'n_estimators': 120, 'max_depth': 3, 'learning_rate': 0.1003098865102015, 'subsample': 0.8760903419616359, 'colsample_bytree': 0.8463816779998928, 'colsample_bylevel': 0.9132709699657602, 'reg_alpha': 0.0011421273565307866, 'reg_lambda': 0.03645044049250134, 'min_child_weight': 7, 'gamma': 5.38240965179913e-07, 'random_state': 42}",COMPLETE
28,0.7078851742717289,2025-12-26 20:42:43.041244,2025-12-26 20:42:43.207915,0 days 00:00:00.166671,0.9506041401958805,0.9646768081772032,0.0006246998519315933,0.038207190970356034,2,6,150,0.0002901998414186714,0.336667821226904,0.7170394036852961,"[0.7142857142857143, 0.6777044150993731, 0.6523088023088023, 0.6945978391356543, 0.8005291005291005]",0.05059649909756923,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.038207190970356034, 'subsample': 0.7170394036852961, 'colsample_bytree': 0.9646768081772032, 'colsample_bylevel': 0.9506041401958805, 'reg_alpha': 0.0002901998414186714, 'reg_lambda': 0.336667821226904, 'min_child_weight': 6, 'gamma': 0.0006246998519315933, 'random_state': 42}",COMPLETE
29,0.7226062517865554,2025-12-26 20:42:43.208543,2025-12-26 20:42:43.388667,0 days 00:00:00.180124,0.9993986750197684,0.9127859987299255,1.1517701404971423e-06,0.026690829983874283,4,7,140,0.46701873302377594,0.6774222729650418,0.8221200245205468,"[0.7469187675070028, 0.7155985201097982, 0.6594516594516594, 0.7233560090702947, 0.7677063027940221]",0.036505577638925125,"{'n_estimators': 140, 'max_depth': 4, 'learning_rate': 0.026690829983874283, 'subsample': 0.8221200245205468, 'colsample_bytree': 0.9127859987299255, 'colsample_bylevel': 0.9993986750197684, 'reg_alpha': 0.46701873302377594, 'reg_lambda': 0.6774222729650418, 'min_child_weight': 7, 'gamma': 1.1517701404971423e-06, 'random_state': 42}",COMPLETE
