accuracy,precision,recall,f1_score,confusion_matrix_row0_col0,confusion_matrix_row0_col1,confusion_matrix_row0_col2,confusion_matrix_row0_col3,confusion_matrix_row1_col0,confusion_matrix_row1_col1,confusion_matrix_row1_col2,confusion_matrix_row1_col3,confusion_matrix_row2_col0,confusion_matrix_row2_col1,confusion_matrix_row2_col2,confusion_matrix_row2_col3,confusion_matrix_row3_col0,confusion_matrix_row3_col1,confusion_matrix_row3_col2,confusion_matrix_row3_col3,evaluation_timestamp
0.9136690647482014,0.9176631530090019,0.9136690647482014,0.9138853892877049,35,0,0,7,0,19,0,1,0,0,20,1,3,0,0,53,2025-12-26T00:47:39.913839
