accuracy,precision,recall,f1_score,confusion_matrix_row0_col0,confusion_matrix_row0_col1,confusion_matrix_row0_col2,confusion_matrix_row0_col3,confusion_matrix_row0_col4,confusion_matrix_row1_col0,confusion_matrix_row1_col1,confusion_matrix_row1_col2,confusion_matrix_row1_col3,confusion_matrix_row1_col4,confusion_matrix_row2_col0,confusion_matrix_row2_col1,confusion_matrix_row2_col2,confusion_matrix_row2_col3,confusion_matrix_row2_col4,confusion_matrix_row3_col0,confusion_matrix_row3_col1,confusion_matrix_row3_col2,confusion_matrix_row3_col3,confusion_matrix_row3_col4,confusion_matrix_row4_col0,confusion_matrix_row4_col1,confusion_matrix_row4_col2,confusion_matrix_row4_col3,confusion_matrix_row4_col4,evaluation_timestamp
0.762589928057554,0.7652306100851612,0.762589928057554,0.7617991288729117,27,1,0,0,12,3,10,1,0,4,0,1,20,0,0,0,0,1,19,0,7,3,0,0,30,2025-12-26T13:01:43.591889
