r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.8549258216613331,0.1450741783386668,0.38088604376987456,0.2652445023117992,0.000859677318740812,0.3808850736030154,2025-12-08T19:39:58.625480
