accuracy,precision,recall,f1_score,confusion_matrix_row0_col0,confusion_matrix_row0_col1,confusion_matrix_row0_col2,confusion_matrix_row0_col3,confusion_matrix_row0_col4,confusion_matrix_row1_col0,confusion_matrix_row1_col1,confusion_matrix_row1_col2,confusion_matrix_row1_col3,confusion_matrix_row1_col4,confusion_matrix_row2_col0,confusion_matrix_row2_col1,confusion_matrix_row2_col2,confusion_matrix_row2_col3,confusion_matrix_row2_col4,confusion_matrix_row3_col0,confusion_matrix_row3_col1,confusion_matrix_row3_col2,confusion_matrix_row3_col3,confusion_matrix_row3_col4,confusion_matrix_row4_col0,confusion_matrix_row4_col1,confusion_matrix_row4_col2,confusion_matrix_row4_col3,confusion_matrix_row4_col4,evaluation_timestamp
0.6029411764705882,0.599012775842044,0.6029411764705882,0.6001848680725895,18,2,0,2,17,4,8,0,0,5,0,0,20,0,0,0,0,1,18,1,17,4,0,1,18,2025-12-25T12:07:19.638235
