accuracy,precision,recall,f1_score,confusion_matrix_row0_col0,confusion_matrix_row0_col1,confusion_matrix_row0_col2,confusion_matrix_row1_col0,confusion_matrix_row1_col1,confusion_matrix_row1_col2,confusion_matrix_row2_col0,confusion_matrix_row2_col1,confusion_matrix_row2_col2,evaluation_timestamp
0.9264705882352942,0.9282269587997142,0.9264705882352942,0.9266840369781546,38,1,3,0,37,3,1,2,51,2025-12-26T01:31:57.625765
