accuracy,precision,recall,f1_score,confusion_matrix_row0_col0,confusion_matrix_row0_col1,confusion_matrix_row0_col2,confusion_matrix_row0_col3,confusion_matrix_row1_col0,confusion_matrix_row1_col1,confusion_matrix_row1_col2,confusion_matrix_row1_col3,confusion_matrix_row2_col0,confusion_matrix_row2_col1,confusion_matrix_row2_col2,confusion_matrix_row2_col3,confusion_matrix_row3_col0,confusion_matrix_row3_col1,confusion_matrix_row3_col2,confusion_matrix_row3_col3,evaluation_timestamp
0.9264705882352942,0.9279949659606967,0.9264705882352942,0.9262850439321028,37,1,0,4,0,19,1,0,0,0,18,2,2,0,0,52,2025-12-26T01:47:07.545217
