r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.9199735568949408,0.08002644310505927,0.28288945385973524,0.22824279309500217,0.033204180487203486,0.280934023399147,2025-09-05T17:01:36.862717
