feature,gain,permutation_mean,permutation_std
SiO2,2.1431257724761963,1.326018893658696,0.1447889805526069
CeO2,0.1737525761127472,0.014877462912987926,0.0054564802365413565
Lignin,0.6509820818901062,0.17319023108496653,0.028963027012381806
2-VN,0.22610102593898773,0.012287120894209691,0.0025637425043387434
