r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.9271305907757498,0.07286940922425023,0.26994334447111346,0.21402466550150984,0.001382239971239285,0.26993980558063707,2025-09-05T21:15:06.770305
