r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.8713652120187891,0.12863478798121092,0.3586569223941048,0.28158250705835347,-0.03728334493232256,0.3567138070945227,2025-11-30T20:45:58.942574
