r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.4521871221466881,0.5478128778533118,0.7401438224110986,0.5805402803451367,-0.053712028236882925,0.7381923163214258,2025-07-20T19:53:55.188251
